duration_minutes,duration_seasons,type,title,date_added,release_year,rating,description,show_id
114,,Movie,Manto,30-11-2018,2018,TV-MA,The controversial and troubled Indo-Pakistani writer Saadat Hasan Manto finds his artistic choices challenged by censors.,81039383
119,,Movie,Rajma Chawal,30-11-2018,2018,TV-MA,"Hoping to revive his relationship with his resentful millennial son, an internet-rookie widower assumes the online persona of a young woman.",81018377
101,,Movie,The World Is Yours,30-11-2018,2018,TV-MA,"To escape his life of crime, a Paris drug dealer takes on one last job involving Spain, unhinged gangsters, his longtime crush and his scheming mother.",81021528
96,,Movie,Time Share,30-11-2018,2018,TV-MA,Husband and father Pedro becomes increasingly suspicious that a series of mishaps at a resort during a family vacation are part of a sinister plan.,80991809
103,,Movie,When Two Worlds Collide,30-11-2016,2016,TV-14,This documentary takes a hard look at how indigenous peoples clashed violently with the Peruvian government over land and economics in the Amazon.,80097475
107,,Movie,Takers,03-11-2019,2010,PG-13,A motley crew of bank robbers plans their next heist after a former colleague convinces them to target an armored car carrying $20 million.,70117294
86,,Movie,Hoodwinked Too! Hood vs. Evil,03-11-2018,2011,PG,"Fresh off a top-secret training, feisty heroine Little Red teams up with intrepid reporter Wolf to investigate the disappearance of Hansel and Gretel.",70117582
106,,Movie,Atlantics,29-11-2019,2019,TV-14,"Arranged to marry a rich man, young Ada is crushed when her true love goes missing at sea during a migration attempt – until a miracle reunites them.",81082007
107,,Movie,Crazy people,29-11-2019,2018,TV-14,Nollywood star Ramsey Nouah learns that someone is impersonating him and breaks out of a mental institution to expose the imposter.,81172754
81,,Movie,I Lost My Body,29-11-2019,2019,TV-MA,"Romance, mystery and adventure intertwine as a young man falls in love and a severed hand scours Paris for its owner in this mesmerizing animated film.",81120982
107,,Movie,Kalushi: The Story of Solomon Mahlangu,29-11-2019,2016,TV-MA,"The life and times of iconic South African liberation fighter Solomon Mahlangu, who battled the forces of apartheid, come into focus.",81227195
118,,Movie,Lagos Real Fake Life,29-11-2019,2018,TV-14,"Two mooching friends vie for the attention of wealthy, beautiful women only to discover that their lavish lifestyles are bogus.",81172841
110,,Movie,Payday,29-11-2019,2018,TV-MA,"After an expensive night out, two flatmates get tangled in an overnight misadventure to recover their rent money to pay their dead landlord's daughter.",81172899
104,,Movie,The Accidental Spy,29-11-2019,2017,TV-14,"Nursing a broken heart, an IT specialist moves to London to audition for a reality TV show that unexpectedly turns into a real-life cartel drama.",81172908
93,,Movie,The Island,29-11-2019,2018,TV-14,"When a colonel uncovers controversial intel about the government, he makes a shocking discovery and must decide whether to reveal it or risk his life.",81172901
94,,Movie,Holiday Rush,28-11-2019,2019,TV-PG,A widowed radio DJ and his four spoiled kids need to tighten their belts and pull together when their life of luxury turns lean just before Christmas.,81033086
124,,Movie,The Score,28-11-2019,2001,R,"Ready-to-retire safecracker Nick, flamboyant fence Max and talented but volatile thief Jackie team up to rob the Montreal Customs House.",60020826
120,,Movie,Brotherhood of Blades II: The Infernal Battlefield,28-11-2018,2017,TV-MA,"While tracking down a seditious painter, an imperial guard is accused of a royal assassination attempt and framed in a complicated conspiracy.",80226242
137,,Movie,Defiance,27-11-2019,2008,R,"In this action-packed drama based on an extraordinary true story, four brothers protect more than 1,000 Jewish refugees during World War II.",70101696
134,,Movie,Evvarikee Cheppoddu,27-11-2019,2019,TV-14,"When caste differences throw a wrench into their otherwise blossoming relationship, a couple must somehow convince the girl’s father to let them marry.",81194544
69,,Movie,Little Singham: Mahabali,27-11-2019,2019,TV-Y7,"In a journey back in time to the ancient city of Mirchigadh, Little Singham vies for the title of Ultimate Warrior and fights a zombie king’s army.",80995081
106,,Movie,The Body Remembers When the World Broke Open,27-11-2019,2019,TV-MA,"After a traumatic event, two Indigenous women in Vancouver are brought together and form a deep bond despite leading different lives.",81177504
209,,Movie,The Irishman,27-11-2019,2019,R,Hit man Frank Sheeran looks back at the secrets he kept as a loyal member of the Bufalino crime family in this acclaimed film from Martin Scorsese.,80175798
139,,Movie,Operation Red Sea,27-11-2018,2018,TV-MA,A special task force takes on a risky operation to evacuate civilians amid civil war. Based on the 2015 mission to rescue Chinese citizens in Yemen.,80239961
128,,Movie,Poster Boys,27-11-2017,2017,PG-13,"Three men are stunned to find their faces on a poster promoting vasectomies, and must prove to their upset loved ones that they're innocent victims.",80219019
86,,Movie,Mike Birbiglia: The New One,26-11-2019,2019,TV-MA,Comedian Mike Birbiglia hits Broadway with a hilarious yet profound one-man show that recounts his emotional and physical journey to parenthood.,81062293
24,,Movie,Super Monsters Save Christmas,26-11-2019,2019,TV-Y,"It's Christmas Eve in Pitchfork Pines, and the Super Monsters are joining forces to deck the halls, find Santa's missing reindeer and save the holiday!",80235524
46,,Movie,True: Winter Wishes,26-11-2019,2019,TV-Y,"An ice crystal from a frosty realm is freezing everything in the Rainbow Kingdom, its citizens too! Can True save Winter Wishfest – and her friends?",81035121
117,,Movie,Pranaam,25-11-2019,2019,TV-MA,"Aspiring to fulfill his father’s dream and become a civil services officer, a young man loses his way upon becoming entangled with a criminal lynchpin.",81215481
87,,Movie,What the F* Is Going On?,25-11-2019,2019,TV-MA,"Featuring extensive interviews, this documentary takes a critical look at the gender inequality in Spain as the feminist movement aims to shift reality.",81005044
95,,Movie,Harold and Lillian: A Hollywood Love Story,25-11-2018,2015,TV-14,"Storyboard artist Harold Michelson and his film researcher wife, Lillian, recall the influence they had on 60 years of Hollywood's biggest hits.",80147529
44,,Movie,My Little Pony Friendship Is Magic: Best Gift Ever,25-11-2018,2018,TV-Y,"The ponies get in the spirit of the holidays by drawing names for a gift exchange, then race around Equestria in search of the perfect presents.",81018860
76,,Movie,Perú: Tesoro escondido,25-11-2017,2017,TV-PG,"It's a country steeped in cultural traditions that stretch back more than 1,000 years. But Peru is also a land of surprising natural riches.",80217495
92,,Movie,Beauties of the Night,25-11-2016,2016,TV-MA,"Back in the days of disco, Mexico had its own stars of the night. This documentary casts new light on former queens of the Mexican burlesque scene.",80141787
61,,Movie,Michael Che Matters,25-11-2016,2016,TV-MA,"""SNL"" star Michael Che takes on hot-button topics like inequality, homophobia and gentrification in this stand-up set filmed live in Brooklyn.",80049871
92,,Movie,Awake,24-11-2019,2019,TV-MA,"After an accident leaves him with no recollection of who he is, a man becomes a prime suspect in the search for a serial killer targeting young women.",81218079
114,,Movie,Popeye,24-11-2019,1980,PG,"During a storm that wrecks his ship, super-strong sailor Popeye washes ashore and winds up rooming at the Oyl household, where he meets Olive.",60028294
121,,Movie,Shot Caller,24-11-2019,2017,R,"Trying to go straight, a once-successful businessman fresh out of prison is forced to orchestrate a brazen crime or risk his family.",80125671
94,,Movie,Bushwick,24-11-2017,2017,TV-MA,"When their diverse neighborhood is besieged by a mysterious militia, a grad student and an ex-Marine become an unlikely team in a battle for survival.",80174220
114,,Movie,Cuba and the Cameraman,24-11-2017,2017,TV-14,Emmy-winning filmmaker Jon Alpert chronicles the fortunes of three Cuban families over the course of four tumultuous decades in the nation's history.,80126449
101,,Movie,The Girl from the Song,24-11-2017,2016,TV-MA,"When an aspiring musician falls for a carefree college student, he follows her to the Nevada desert to declare his love to her and find himself.",80103512
94,,Movie,Charlotte's Web,23-11-2019,1973,G,"Follow the adventures of Wilbur the pig, Templeton the rat and Charlotte the spider in this animated musical version of E.B. White's timeless story.",60020948
109,,Movie,End of Watch,23-11-2019,2012,R,"Officers Taylor and Zavala patrol the streets of South Central Los Angeles, an area of the city ruled by gangs and riddled with drug violence.",70235384
110,,Movie,Hamburger Hill,23-11-2019,1987,R,The Vietnam War's horrors come brutally to life through the eyes of American soldiers trying to take a heavily fortified hill under Vietcong control.,569355
96,,Movie,The Time Machine,23-11-2019,2002,PG-13,"Based on the H.G. Wells classic, this adventure follows a scientist and inventor who's determined to prove to doubters that time travel is possible.",60022645
93,,Movie,Deep,23-11-2017,2017,PG,"After accidentally trapping his family in their underwater home, a young octopus and his ocean-dwelling buddies search for help far across the sea.",80196379
97,,Movie,Brother,22-11-2019,2019,TV-MA,"Thrust from a violent home into a brutal custody center, a teenager learns to navigate a tough new reality and forge unlikely alliances to survive.",80198859
121,,Movie,Girls und Panzer der Film,22-11-2019,2015,TV-14,The girls of ?arai High must face off against a formidable university team in a fierce tank battle to once again avoid closure of their school.,80159876
56,,Movie,Mike Birbiglia: What I Should Have Said Was Nothing: Tales from My Secret Public Journal,22-11-2019,2008,TV-14,Mike Birbiglia performs in this live concert special that features a riotous selection of the unique insights and observations culled from his diary.,70091304
119,,Movie,Shelby American,22-11-2019,2019,TV-14,"Featuring interviews and vintage footage, this documentary traces American icon Carroll Shelby's life of reinvention from farmer to racer to entrepreneur.",81218074
104,,Movie,The Christmas Chronicles,22-11-2018,2018,TV-PG,"After accidentally crashing Santa's sleigh, a brother and sister pull an all-nighter to save Christmas with a savvy, straight-talking St. Nick.",80199682
109,,Movie,Barbra: The Music ... The Mem'ries ... The Magic!,22-11-2017,2017,TV-14,"Iconic songstress Barbra Streisand culminates her 13-city tour in Miami with dazzling ballads, Broadway standards and stories from behind the scenes.",80203522
88,,Movie,Ludo,22-11-2016,2015,TV-MA,"Needing a secluded place for a late-night tryst, two couples stow away in a mall after hours, but are quickly ensnared in a gruesome and deadly game.",80107037
88,,Movie,Mercy,22-11-2016,2016,TV-MA,Two brothers clash with their half-siblings when a visit home to see their dying mother surfaces old secrets and becomes a fight for survival.,80077402
113,,Movie,The Land of Cards,22-11-2016,2012,TV-MA,A royal prince arrives on an island of fascist rule and inspires a rebellion among its women in this hallucinogenic adaptation of a classic play.,80107219
138,,Movie,K-19: The Widowmaker,21-11-2019,2002,PG-13,"On board Russia's first nuclear ballistic submarine, Capt. Vostrikov must race against time to prevent a Chernobyl-like explosion.",60023606
93,,Movie,The Knight Before Christmas,21-11-2019,2019,TV-14,"Medieval magic sends a 14th-century knight to modern-day Ohio, where he falls for a high school science teacher who's disillusioned by love.",81026188
110,,Movie,De Palma,21-11-2018,2015,R,"Iconoclastic film director Brian DePalma takes a look back at the production of such classic movies as ""Carrie,"" ""Scarface"" and ""The Untouchables.""",80080109
91,,Movie,The Tribe,21-11-2018,2018,TV-MA,"An executive-turned-viral sensation loses his reputation and his memory, but finds a new life with his biological mother and her empowered dance group.",80988835
51,,Movie,Beat Bugs: All Together Now,21-11-2017,2017,TV-Y,"After winning a local talent show, the Beat Bugs journey to compete on ""The Bug Factor,"" a televised singing contest held in faraway Rocket Ship Park.",80208104
61,,Movie,Brian Regan: Nunchucks and Flamethrowers,21-11-2017,2017,TV-PG,"Brian Regan takes relatable family humor to new heights as he talks board games, underwear elastic and looking for hot dogs in all the wrong places.",80134827
73,,Movie,Saving Capitalism,21-11-2017,2017,TV-PG,Former Secretary of Labor Robert Reich meets with Americans from all walks of life as he chronicles a seismic shift in the nation's economy.,80127558
113,,Movie,The Case for Christ,21-11-2017,2017,TV-PG,"Bothered by his wife's unyielding belief in Christianity, an investigative reporter sets out to use verifiable facts to poke holes in her faith.",80158084
67,,Movie,Carlos Ballarta: El amor es de putos,21-11-2016,2016,TV-MA,"Carlos Ballarta mocks daily life in Mexico, including public transit, the education system and the corn seller who betrays your confidence.",80124725
111,,Movie,Adore,20-11-2019,2013,R,"When lifelong friends Roz and Lil fall in love with each other's teenage sons, they must carry out their affairs in relative secrecy.",70267398
88,,Movie,Be Somebody,20-11-2019,2016,PG,"To escape the stress of fame, teen pop star Jordan goes incognito in a small town, where he forms a special bond with high school art student Emily.",80108983
81,,Movie,Beavis and Butt-head Do America,20-11-2019,1996,PG-13,"After realizing that their boob tube is gone, Beavis and Butt-head set off on an expedition that takes them from Las Vegas to the nation's capital.",292118
73,,Movie,Bebe's Kids,20-11-2019,1992,PG-13,"When ladies' man Robin meets Jamika, he falls head over heels, but she greets him with four surprises: her son and her girlfriend Bebe's three kids.",70003046
86,,Movie,"Bikram: Yogi, Guru, Predator",20-11-2019,2019,TV-MA,This documentary charts the rise and fall of hot yoga founder Bikram Choudhury as his global empire is born and disturbing revelations come to light.,80221584
116,,Movie,Black Snake Moan,20-11-2019,2007,R,"Lazarus finds Rae beaten and near death, and acts as a father figure to help redeem her. But before saving anyone, Lazarus must face his own demons.",70053833
85,,Movie,Carriers,20-11-2019,2009,PG-13,"As a lethal virus spreads globally, four friends seek a reputed plague-free haven. But while avoiding the infected, the travelers turn on one another.",70122722
134,,Movie,Dorasaani,20-11-2019,2019,TV-14,A village landlord's daughter and an educated commoner must decide if their budding forbidden love is worth resisting a repressive social hierarchy.,81217738
109,,Movie,Dream/Killer,20-11-2019,2015,TV-MA,This riveting crime doc follows Bill as he confronts America's broken judicial system after his son is falsely sentenced to 40 years in prison.,80081990
102,,Movie,Evolution,20-11-2019,2001,PG-13,"After two community college geology professors discover microscopic alien life-forms on a meteorite, the military and government become involved.",60004471
101,,Movie,Eye for an Eye,20-11-2019,1996,R,Grieving mother Karen McCann takes justice into her own hands when the man who raped and murdered her daughter is freed on a technicality.,60022413
88,,Movie,Hot Rod,20-11-2019,2007,PG-13,Andy Samberg stars in this comedy as an accident-prone daredevil who's determined to jump 15 buses on his moped and impress his abusive stepfather.,70058022
101,,Movie,It Takes Two,20-11-2019,1995,PG,"The Olsen twins put a cute new spin on Mark Twain's classic tale ""The Prince and the Pauper,"" playing identical 9-year-olds from very different backgrounds: orphaned Amanda and wealthy Alyssa.",60022502
28,,Movie,"Lorena, Light-Footed Woman",20-11-2019,2019,TV-G,Lorena Ramírez of Mexico's Rarámuri community lives a pastoral life – except when she straps on her sandals to compete as an ultramarathon runner.,80244683
103,,Movie,"Love, Rosie",20-11-2019,2014,R,"Over the years, as they come and go in each other's life, childhood pals Rosie and Alex struggle to resolve the lasting, intimate bond between them.",80028357
131,,Movie,Mallesham,20-11-2019,2019,TV-PG,"A self-trained engineer risks debt, love and reputation in his quest to improve the grueling work conditions of his mother and her weaving community.",81217739
166,,Movie,Once Upon a Time in the West,20-11-2019,1968,PG-13,"In this epic spaghetti Western, a flinty gunslinger is hired by a railroad tycoon to kill anyone standing in the way of his trans-American iron horse.",60031884
105,,Movie,She's Out of My League,20-11-2019,2010,R,"When average-guy Kirk starts dating drop-dead-gorgeous Molly, his friends don't see it lasting, so Kirk does everything he can to avoid losing Molly.",70117289
82,,Movie,Superstar,20-11-2019,1999,PG-13,A socially awkward Catholic schoolgirl vows to win a dreamy classmate’s affections by taking first prize at an upcoming talent show.,28631236
107,,Movie,The Adventures of Tintin,20-11-2019,2011,PG,"This 3-D motion capture adapts Georges Remi's classic comic strip about the adventures of fearless young journalist Tintin and his trusty dog, Snowy.",70121502
84,,Movie,The Devil Inside,20-11-2019,2012,R,"At once spooky and grisly, this thriller follows a woman's quest to find the truth behind claims her mother killed three people during an exorcism.",70215455
103,,Movie,The First Wives Club,20-11-2019,1996,PG,"Following a friend's suicide after her husband dumps her for a younger model, three women plot payback against their two-timing exes.",506464
112,,Movie,The Gift,20-11-2019,2000,R,"When the authorities find a drowned woman's body, a small-town psychic starts having visions of who committed the murder.",60003508
89,,Movie,"The Goods: Live Hard, Sell Hard",20-11-2019,2009,R,"Hired to rescue a flagging car dealership during a major sale, a fast-talking closer spends his days on the lot and his nights at local strip clubs.",70105132
121,,Movie,The Longest Yard,20-11-2019,1974,R,Washed-up professional quarterback Paul Crewe is sent to jail and forced to put together an inmate gridiron team to take on a group of prison guards.,60004083
87,,Movie,The Love Guru,20-11-2019,2008,PG-13,"Raised on an ashram in India, a self-styled love guru returns to his native America to settle a romantic rivalry between two pro hockey players.",70087538
136,,Movie,The Rainmaker,20-11-2019,1997,PG-13,A young attorney and a scrappy paralegal work to help the parents of a terminally ill boy in their suit against an insurance company.,1181661
118,,Movie,What's Eating Gilbert Grape,20-11-2019,1993,PG-13,"In a backwater Iowa town, young Gilbert is torn between taking care of his troubled family and a girl who shows him new possibilities for his life.",60011552
129,,Movie,World Trade Center,20-11-2019,2006,PG-13,"Working under treacherous conditions, an army of dedicated rescuers struggles to find anyone who survived the World Trade Center's tragic collapse.",70044693
94,,Movie,Young Adult,20-11-2019,2011,R,"When a divorced writer gets a letter from an old boyfriend announcing his wife's had a baby, she returns to her hometown to reconnect with her ex.",70173046
88,,Movie,"Yours, Mine and Ours",20-11-2019,2005,PG,"When a father of eight and a mother of 10 prepare to wed, the couple's children attempt to sabotage the union in this remake of a 1968 comedy.",70039187
158,,Movie,Zodiac,20-11-2019,2007,R,"A political cartoonist, a crime reporter and a pair of cops investigate San Francisco's infamous Zodiac Killer in this thriller based on a true story.",70044686
91,,Movie,Puppy Star Christmas,20-11-2018,2018,PG,"A new pack of Pup Star pooches stumbles upon a rival team’s plan to ruin Christmas, then ends up at the North Pole to try and save the holiday spirit.",80989043
114,,Movie,Sabrina,20-11-2018,2018,TV-MA,A toy manufacturer and his wife are terrorized by a demon after their orphaned niece tries to summon her late mother's spirit using a spooky ritual.,81021831
91,,Movie,Target,20-11-2018,2018,TV-14,"Trapped in an empty building, nine people are forced to play a lethal game. All their movements will be recorded, and only one player can survive.",81021832
64,,Movie,Trevor Noah: Son of Patricia,20-11-2018,2018,TV-MA,"""Daily Show"" host Trevor Noah touches on tacos, runaway snakes, camping, racism immunity and lessons he learned from his mother in this comedy special.",80239932
44,,Movie,100 Things to do Before High School,02-11-2019,2014,TV-G,"Led by seventh-grader C.J., three students who have been warned about the dangers of high school decide to make the best of their middle-school years.",81215856
68,,Movie,A Fairly Odd Summer,02-11-2019,2014,TV-G,"In this live-action adventure, the gang heads to Hawaii, where Timmy learns the source of all fairy magic is in dangerous hands.",81214223
68,,Movie,Big Time Movie,02-11-2019,2012,TV-PG,"Big Time Rush heads to London for their first world tour, but when the boys' bags are switched, they get mixed up in a mission to save the world.",80027560
99,,Movie,Don't Be Afraid of the Dark,02-11-2019,2010,R,Young Sally Hurst discovers she isn't alone in her new house: strange creatures live there – and they might not be as friendly as Sally thinks.,70135899
69,,Movie,Escape from Mr. Lemoncello’s Library,02-11-2019,2017,TV-G,An eccentric game designer builds a library full of traps and tricks for a group of kids who score the chance to navigate his elaborate scavenger hunt.,81215437
81,,Movie,Hey Arnold! The Jungle Movie,02-11-2019,2017,TV-PG,"When Arnold and his crew win a trip to San Lorenzo, their adventure in the wild forces them to take the same risky path as Arnold's missing parents.",81215438
69,,Movie,Jinxed,02-11-2019,2013,TV-G,"After a century-old curse of bad luck, a determined teen embarks on a journey to break her family’s generational misfortune.",81214187
68,,Movie,LEGENDS OF THE HIDDEN TEMPLE,02-11-2019,2016,TV-PG,"A trio of siblings gets trapped in a secret temple, where they must navigate a risky obstacle course to make it out. Inspired by the ‘90s game show.",80160987
68,,Movie,"Liar, Liar, Vampire",02-11-2019,2015,TV-PG,"When a shy teen transfers to a new school, he elects to mix things up by playing along with the rumor that he's a vampire.",81215439
91,,Movie,Shark Night,02-11-2019,2011,PG-13,A weekend of beach-house debauchery turns into a nightmare for a group of friends when they discover that the waters are infested with vicious sharks.,70178618
86,,Movie,The Boy Who Cried Werewolf,02-11-2019,2010,TV-G,"When high school girl-geek Jordan becomes a werewolf after moving to Romania, she must elude her own brother, who sets out to slay her.",70292700
40,,Movie,The Massively Mixed-Up Middle School Mystery,02-11-2019,2015,TV-G,"After the school principal gets pranked, a curious crew of preteen super sleuths tests their detective skills to solve an underwater ruse.",81214214
116,,Movie,Ana e Vitória,02-11-2018,2018,TV-14,"After meeting by chance, two young musicians with differing views on love and life record an album that drastically alters their lives.",81020531
59,,Movie,ReMastered: Tricky Dick & The Man in Black,02-11-2018,2018,TV-MA,"This documentary chronicles Johnny Cash's 1970 visit to the White House, where Cash's emerging ideals clashed with Richard Nixon's policies.",80191051
95,,Movie,The Holiday Calendar,02-11-2018,2018,TV-PG,A talented photographer stuck in a dead-end job inherits an antique Advent calendar that may be predicting the future – and pointing her toward love.,80242446
122,,Movie,The Other Side of the Wind,02-11-2018,2018,R,"On the last day of his life, a legendary director struggles to complete a new project and contemplates his legacy in this layered film by Orson Welles.",80085566
98,,Movie,They’ll Love Me When I’m Dead,02-11-2018,2018,TV-MA,"Actors, crew members and others who were there discuss the tumultuous creation of Orson Welles's final, unfinished film, “The Other Side of the Wind.”",80124722
125,,Movie,Thorne: Scaredy Cat,02-11-2016,2010,NR,"Heading a new team whose aim is to crack the cases that leave others stumped, detective Tom Thorne finds himself on the hunt for two serial killers.",70243696
125,,Movie,Thorne: Sleepyhead,02-11-2016,2010,NR,"Investigating a series of attacks on young women, detective Tom Thorne is dragged back into the nightmares of his past as he races to find a killer.",70243692
78,,Movie,Iliza Shlesinger: Unveiled,19-11-2019,2019,TV-MA,"Here comes the bride, and she's got plenty to say. Newlywed Iliza Shlesinger dissects wedding traditions as she mines her nuptials for laughs.",81073633
65,,Movie,Donald Glover: Weirdo,19-11-2016,2012,NR,"Fearlessly funny stand-up comic and sitcom star Donald Glover puts on a live show in New York, confessing his love for Cocoa Puffs and Toys ""R"" Us.",70230138
89,,Movie,The Pixar Story,18-11-2018,2007,G,Go behind the scenes at Pixar Animation Studios with this Emmy-nominated documentary tracing the creation and history of the groundbreaking company.,70083532
125,,Movie,The Prison,18-11-2017,2017,TV-MA,A cop-turned-convict discovers a crime syndicate inside a prison lorded over by an inmate crime boss – and joins in on their nightly heists.,80177865
62,,Movie,Colin Quinn: The New York Story,18-11-2016,2016,TV-MA,"The ""SNL"" veteran performs his off-Broadway show about the history of New York and the people who shape its personality. Directed by Jerry Seinfeld.",80117534
107,,Movie,Divines,18-11-2016,2016,TV-MA,A shrewd teenager and her wisecracking best friend plan to get rich or die trying by following in the footsteps of a flashy female drug dealer.,80115031
85,,Movie,Sour Grapes,18-11-2016,2016,NR,A dizzying chronicle of excess and deception dissects a fascinating case of fine-wine fraud and the con man who cheated investors out of millions.,80029708
91,,Movie,Naomi and Ely's No Kiss List,18-11-2015,2015,NR,"Naomi and her gay best friend, Ely, have been inseparable since childhood, but their bond faces its biggest test yet when they fall for the same guy.",80079470
29,,Movie,Splatter,18-11-2009,2009,TV-14,"After committing suicide, a washed-up rocker returns from the grave to torment the five people who betrayed him in life.",70127998
92,,Movie,A Christmas Prince,17-11-2017,2017,TV-PG,Christmas comes early for an aspiring young journalist when she's sent abroad to get the scoop on a dashing prince who's poised to be king.,80160759
94,,Movie,"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",17-11-2017,2017,TV-MA,"Through the lens of his stunningly immersive performance as Andy Kaufman, Jim Carrey ponders the meaning of life, reality, identity and career.",80209608
65,,Movie,Krish Trish and Baltiboy: Face Your Fears,17-11-2017,2017,TV-Y7,"In three tales about fear, a baby elephant gets captured by a circus, two boys enter a haunted house and a parrot faces his fear of flying.",80182622
135,,Movie,Mudbound,17-11-2017,2017,R,"Two Mississippi families – one black, one white – confront the brutal realities of prejudice, farming and friendship in a divided World War II era.",80175694
86,,Movie,Santa Claws,17-11-2017,2014,TV-PG,"When a gift sack full of kittens gives Santa a bad allergic reaction, the kitties have to take over and deliver the presents on time.",80016471
100,,Movie,Drive,16-11-2019,2011,R,A Hollywood stuntman and getaway driver is lured from his isolated life by a lovely neighbor – until her violent husband is released from prison.,70189289
93,,Movie,Iron Sky: The Coming Race,16-11-2019,2019,TV-MA,"Decades after a nuclear war, survivors on the moon revisit Earth to locate a potential power source – and find shape-shifting reptiles instead.",81132624
84,,Movie,Jeff Dunham: All Over the Map,16-11-2019,2014,TV-14,"America's most beloved ventriloquist hits the road, bringing along all of his most popular pals, including Achmed, Peanut and Walter.",80013267
107,,Movie,Suffragette,16-11-2019,2015,PG-13,"At the beginning of the 20th century, circumstances drive a young, idealistic suffragette to find radical approaches to fighting male oppression.",80046819
101,,Movie,The Green Inferno,16-11-2019,2013,R,"Determined to save an Amazon tribe being squeezed by logging, a group of students finds nothing but trouble when their plane crashes in the jungle.",70293315
95,,Movie,Cam,16-11-2018,2018,TV-MA,"After a look-alike takes over her account, a cam girl with a growing fan base sets out to identify the mysterious culprit and reclaim her own identity.",80177400
86,,Movie,Follow Me,16-11-2018,2017,TV-MA,"Aspiring to be an internet celebrity and make big bucks, a filmmaker travels the world to learn the tricks of the trade from social media influencers.",81037898
94,,Movie,Nothing to Hide,16-11-2018,2018,TV-MA,"To spice up a dinner party, old friends agree to share every private message that pops up on their phones – with disastrous results.",81004099
133,,Movie,The Ballad of Buster Scruggs,16-11-2018,2018,R,"Ranging from absurd to profound, these Western vignettes from the Coen brothers follow the adventures of outlaws and settlers on the American frontier.",80200267
102,,Movie,The Princess Switch,16-11-2018,2018,TV-PG,"When a down-to-earth Chicago baker and a soon-to-be princess discover they look like twins, they hatch a Christmastime plan to trade places.",80242926
80,,Movie,9,16-11-2017,2009,PG-13,"In a postapocalyptic world, rag-doll robots hide in fear from dangerous machines out to exterminate them, until a brave newcomer joins the group.",70113538
107,,Movie,Earthquake Bird,15-11-2019,2019,R,"In 1980s Tokyo, an enigmatic expat is suspected of killing her friend, who's gone missing in the wake of their love triangle with a local photographer.",80244457
74,,Movie,El sendero de la anaconda,15-11-2019,2019,TV-PG,"In the most remote areas of the Amazon jungle, a writer and his anthropologist friend meet communities who have resisted change for centuries.",81196441
60,,Movie,GO! The Unforgettable Party,15-11-2019,2019,TV-PG,"Mía's vacation with her dad is disrupted by the surprise arrival of Lupe, Mercedes, Juanma and Álvaro as their school drama moves lakeside.",81162089
143,,Movie,Guna 369,15-11-2019,2019,TV-MA,A pampered but kind-hearted average joe ditches his romancing and peacekeeping ways when he’s framed for a murder he didn’t commit.,81217737
105,,Movie,House Arrest,15-11-2019,2019,TV-14,A world-weary man’s self-imposed home confinement becomes a comedy of errors with the simultaneous arrivals of a peculiar package and a curious journalist.,81076114
110,,Movie,K-on! the movie,15-11-2019,2011,TV-PG,The seniors in Sakuragaoka High School's music club live out the graduation trip of their dreams when they celebrate by performing in London.,80093820
98,,Movie,Klaus,15-11-2019,2019,PG,"A selfish postman and a reclusive toymaker form an unlikely friendship, delivering joy to a cold, dark town that desperately needs it.",80183187
100,,Movie,Leap Year,15-11-2019,2010,PG,"Anna chooses February 29 to propose marriage to her boyfriend, but after meeting a charming innkeeper, she must evaluate her original plans.",70124331
74,,Movie,SunGanges,15-11-2019,2018,TV-PG,"A trio of filmmakers treks across India to explore the correlation between vanishing rivers, massive energy projects and renewable energy sources.",81217749
100,,Movie,The 24 Hour War,15-11-2019,2016,TV-14,An intense rivalry between Henry Ford II of the Ford Motor Company and Enzo Ferrari results in the most epic showdown in racing history.,80158800
46,,Movie,The Garden of Words,15-11-2019,2013,TV-14,"When a lonely teenager skips his morning classes to sit in a lovely garden, he meets a mysterious older woman who shares his feelings of alienation.",70291121
122,,Movie,Aalorukkam,15-11-2018,2018,TV-14,"When an aging father seeks the help of a doctor and a journalist to look for the son who left him 16 years ago, he learns some surprising truths.",81035105
86,,Movie,Christmas Wedding Planner,15-11-2018,2017,PG,A wedding planner’s world is turned upside down when a handsome private investigator is hired to disrupt one of her biggest jobs.,80224054
111,,Movie,Halkaa,15-11-2018,2018,TV-14,"Up against a corrupt government official and crushing poverty, a young boy in the Delhi slums attempts to raise funds to build himself his own toilet.",81038832
132,,Movie,Mala Kahich Problem Nahi,15-11-2018,2017,TV-PG,"With their relationship running on autopilot, a discontent husband and wife must confront their issues while on a trip with the extended family.",81035109
111,,Movie,May the Devil Take You,15-11-2018,2018,TV-MA,"Hoping to find answers to her estranged father's mysterious illness, a young woman visits his old villa and uncovers a horrifying truth from the past.",81030893
136,,Movie,Muzaffarnagar Baaqi Hai,15-11-2018,2015,TV-MA,"Through interviews with locals, this documentary investigates the triggers and outcomes of the 2013 communal riots in the heart of Uttar Pradesh.",81035103
121,,Movie,Odu Raja Odu,15-11-2018,2018,TV-14,"While trying to buy his wife a set-top box, a struggling writer and his pal get entangled in the domino effect of a spectacularly botched drug deal.",81035104
